Date,FB,TWTR,NFLX,BA,T,MGM,TSLA,sp500
4/11/2014,58.529999,40.049999,46.672855,122.07,35.200001,23.91,203.779999,1815.689941
4/14/2014,58.889999,40.869999,47.368572,123.25,35.360001,23.68,198.089996,1830.609985
4/15/2014,59.09,45.52,46.610001,124.269997,35.68,23.459999,193.910004,1842.97998
4/16/2014,59.720001,44.419998,47.344284,126.040001,36.099998,24.219999,199.110001,1862.310059
4/17/2014,58.939999,45.009998,49.39143,127.919998,36.040001,23.959999,198.119995,1864.849976
4/21/2014,61.240002,46.130001,49.784286,127.82,36.060001,23.879999,204.380005,1871.890015
4/22/2014,63.029999,46.02,53.271427,127.550003,36.290001,24.969999,218.639999,1879.550049
4/23/2014,61.360001,45.950001,50.5,130.630005,34.919998,24.190001,207.990005,1875.390015
4/24/2014,60.869999,44.82,49.152859,129.860001,34.5,24.549999,207.860001,1878.609985
4/25/2014,57.709999,41.610001,46.011429,128.660004,34.490002,23.66,199.850006,1863.400024
4/28/2014,56.139999,40.73,44.887142,127.040001,35.080002,23.02,198.509995,1869.430054
4/29/2014,58.150002,42.619999,45.695713,128.369995,35.419998,24.98,206.919998,1878.329956
4/30/2014,59.779999,38.970001,46.005714,129.020004,35.700001,25.23,207.889999,1883.949951
5/1/2014,61.150002,39.09,48.074287,128.460007,35.580002,25.389999,207.729996,1883.680054
5/2/2014,60.459999,39.02,48.664288,129.940002,35.630001,26.49,210.910004,1881.140015
5/5/2014,61.220001,38.75,49.197144,131.960007,35.759998,26.190001,216.610001,1884.660034
5/6/2014,58.529999,31.85,46.598572,130.830002,35.490002,25.68,207.279999,1867.719971
5/7/2014,57.389999,30.66,45.791428,130.350006,35.759998,25.15,201.350006,1878.209961
5/8/2014,56.759998,31.959999,45.951427,130.570007,36.400002,24.32,178.589996,1875.630005
5/9/2014,57.240002,32.049999,46.935715,131.100006,36.439999,24.34,182.259995,1878.47998
5/12/2014,59.830002,33.939999,49.349998,132.600006,36.57,24.59,184.669998,1896.650024
5/13/2014,59.830002,33.389999,49.591427,133.449997,36.200001,24.68,190.160004,1897.449951
5/14/2014,59.23,32.849998,50.26857,132.990005,36.389999,24.209999,190.619995,1888.530029
5/15/2014,57.919998,32.77,49.169998,131.210007,36.52,24.209999,188.589996,1870.849976
5/16/2014,58.02,32.259998,49.982857,130.809998,36.740002,23.9,191.559998,1877.859985
5/19/2014,59.209999,32.07,52.07143,131.350006,36.380001,24.16,196.089996,1885.079956
5/20/2014,58.560001,31.77,53.095715,129.580002,35.5,23.84,195.300003,1872.829956
5/21/2014,60.490002,31.75,55.799999,130.960007,35.27,24.190001,199.449997,1888.030029
5/22/2014,60.52,31.52,55.971428,131.839996,35.380001,24.780001,204.880005,1892.48999
5/23/2014,61.349998,30.5,57.478573,132.410004,35.32,25.07,207.300003,1900.530029
5/27/2014,63.48,30.51,56.972858,134.169998,35.209999,25.620001,211.559998,1911.910034
5/28/2014,63.509998,33.77,57.32,134.330002,35.34,25.709999,210.240005,1909.780029
5/29/2014,63.830002,34,59.314285,135.139999,35.389999,26,210.240005,1920.030029
5/30/2014,63.299999,32.439999,59.689999,135.25,35.470001,25.75,207.770004,1923.569946
6/2/2014,63.080002,31.75,60.294285,135.899994,35.439999,26.129999,204.699997,1924.969971
6/3/2014,62.869999,32.580002,59.652859,135.880005,35.200001,25.379999,204.940002,1924.23999
6/4/2014,63.34,32.900002,60.458572,135.330002,35.049999,25.690001,203.990005,1927.880005
6/5/2014,63.189999,33.889999,61.192856,136.820007,35.099998,25.440001,206.899994,1940.459961
6/6/2014,62.5,33.330002,61.447144,138.25,35.02,25.139999,208.169998,1949.439941
6/9/2014,62.880001,34.470001,60.441429,137.960007,35.009998,24.530001,205.309998,1951.27002
6/10/2014,65.769997,35.369999,61.184284,137.25,34.939999,24.52,202.300003,1950.790039
6/11/2014,65.779999,35.540001,61.42857,134.100006,34.810001,24.9,204.470001,1943.890015
6/12/2014,64.290001,36.790001,60.349998,132.190002,34.830002,24.440001,203.520004,1930.109985
6/13/2014,64.5,36.900002,61.101429,132.289993,35.029999,24.9,206.419998,1936.160034
6/16/2014,64.190002,38.02,61.465714,132.539993,34.98,24.809999,224.610001,1937.780029
6/17/2014,64.400002,38.02,63.378571,132.449997,35.02,24.790001,231.669998,1941.98999
6/18/2014,65.599998,38.740002,64.097145,132.479996,35.200001,25.110001,227.119995,1956.97998
6/19/2014,64.339996,38.900002,63.055714,132.820007,35.360001,25.139999,227.789993,1959.47998
6/20/2014,64.5,39.240002,62.882858,132.100006,35.389999,25.4,229.589996,1962.869995
6/23/2014,65.370003,39.52,62.78857,130.850006,35.389999,25.639999,237.220001,1962.609985
6/24/2014,65.720001,38.48,62.337143,129.149994,35.290001,25.66,232.5,1949.97998
6/25/2014,67.440002,39.459999,63.458572,127.059998,35.259998,25.91,236.889999,1959.530029
6/26/2014,67.129997,41.439999,62.80143,128.020004,35.259998,26.719999,235.600006,1957.219971
6/27/2014,67.599998,40.93,63.154285,128.539993,35.41,26.41,239.059998,1960.959961
6/30/2014,67.290001,40.970001,62.942856,127.230003,35.360001,26.4,240.059998,1960.22998
7/1/2014,68.059998,42.049999,67.585716,128.149994,35.48,26.6,239.720001,1973.319946
7/2/2014,66.449997,41.77,66.677139,127.620003,35.669998,26.92,229.429993,1974.619995
7/3/2014,66.290001,41.330002,67.478569,128.509995,35.84,26.84,229.25,1985.439941
7/7/2014,65.290001,40.23,65.802856,129.089996,36.02,26.610001,222.660004,1977.650024
7/8/2014,62.759998,37.41,63.578571,126.790001,35.560001,25.780001,219.070007,1963.709961
7/9/2014,64.970001,38.060001,63.285713,126.790001,35.650002,26,223.059998,1972.829956
7/10/2014,64.870003,37.84,62.650002,126.790001,35.700001,25.719999,219.460007,1964.680054
7/11/2014,66.339996,38.330002,62.851429,128.089996,35.759998,25.549999,218.130005,1967.569946
7/14/2014,67.900002,38.310001,64.654289,129.520004,35.860001,25.68,226.699997,1977.099976
7/15/2014,67.169998,37.880001,64.155716,129.100006,36.240002,25.49,219.580002,1973.280029
7/16/2014,67.660004,37.43,63.491428,127.419998,36.450001,25.559999,217.160004,1981.569946
7/17/2014,66.410004,36.869999,62.765713,125.879997,36.029999,25.299999,215.399994,1958.119995
7/18/2014,68.419998,37.049999,63.452858,127.639999,36.169998,25.52,220.020004,1978.219971
7/21/2014,69.400002,38.049999,64.564285,128.300003,35.959999,25.450001,220.539993,1973.630005
7/22/2014,69.269997,37.650002,61.584286,129.740005,35.939999,26.17,219.580002,1983.530029
7/23/2014,71.290001,37.75,61.128571,126.709999,35.880001,26.280001,222.490005,1987.01001
7/24/2014,74.980003,38.709999,60.76857,124.400002,35.5,25.98,223.539993,1987.97998
7/25/2014,75.190002,38.16,60.265713,123.199997,35.540001,26.389999,223.570007,1978.339966
7/28/2014,74.919998,37.93,60.665714,123.059998,35.650002,26.82,224.820007,1978.910034
7/29/2014,73.709999,38.59,60.611427,122.32,36.59,27,225.009995,1969.949951
7/30/2014,74.68,46.299999,62.05143,122.290001,36.360001,27.35,228.919998,1970.069946
7/31/2014,72.650002,45.189999,60.388573,120.480003,35.59,26.84,223.300003,1930.670044
8/1/2014,72.360001,44.130001,60.771427,120.379997,35.330002,26.26,233.270004,1925.150024
8/4/2014,73.510002,43.470001,60.385715,119.93,35.459999,26.450001,238.520004,1938.98999
8/5/2014,72.690002,43.830002,60.407143,121.269997,35.110001,25.879999,238.490005,1920.209961
8/6/2014,72.470001,43.459999,61.471428,118.339996,34.619999,25.139999,248.929993,1920.23999
8/7/2014,73.169998,43,64.238571,119.839996,34.209999,24.469999,252.389999,1909.569946
8/8/2014,73.059998,43.130001,63.692856,120.629997,34.470001,24.73,248.130005,1931.589966
8/11/2014,73.440002,43.27,64.505714,120.800003,34.470001,24.809999,259.320007,1936.920044
8/12/2014,72.830002,43.810001,63.772858,120.470001,34.639999,24.809999,259.959991,1933.75
8/13/2014,73.769997,44.150002,64.504288,121.980003,34.689999,24.950001,260.309998,1946.719971
8/14/2014,74.300003,45.330002,64.410004,124.110001,34.91,25.139999,261.380005,1955.180054
8/15/2014,73.629997,44.759998,65.584282,123.160004,34.740002,25.040001,262.01001,1955.060059
8/18/2014,74.589996,45.119999,66.571426,124.980003,34.650002,25.15,259.940002,1971.73999
8/19/2014,75.290001,45.09,66.878571,125.580002,34.48,25.110001,256.76001,1981.599976
8/20/2014,74.809998,45.060001,67.455711,127.349998,34.529999,25.209999,255.710007,1986.51001
8/21/2014,74.57,45.110001,67.435715,127.5,34.639999,25.1,254.339996,1992.369995
8/22/2014,74.57,45.98,68.455711,127.459999,34.5,25.08,256.779999,1988.400024
8/25/2014,75.019997,46.099998,68.704285,128.330002,34.509998,24.889999,262.549988,1997.920044
8/26/2014,75.959999,48.169998,68.480003,128.600006,34.5,24.870001,261.73999,2000.02002
8/27/2014,74.629997,48.060001,67.814285,128.199997,34.75,24.629999,263.25,2000.119995
8/28/2014,73.860001,49.43,67.887146,127.110001,34.740002,24.860001,263.859985,1996.73999
8/29/2014,74.82,49.75,68.234283,126.800003,34.959999,24.469999,269.700012,2003.369995
9/2/2014,76.68,51.02,68.085716,125.480003,34.84,23.83,284.119995,2002.280029
9/3/2014,75.830002,49.330002,68.19857,125.940002,34.970001,23.93,281.190002,2000.719971
9/4/2014,75.949997,50.240002,67.524284,125.459999,34.939999,24.129999,286.040009,1997.650024
9/5/2014,77.260002,50.700001,67.954285,124.690002,35.150002,24.18,277.390015,2007.709961
9/8/2014,77.889999,52,68.475716,127.980003,35.009998,24.200001,282.109985,2001.540039
9/9/2014,76.669998,50.610001,68.43,128.210007,34.66,24.290001,278.480011,1988.439941
9/10/2014,77.43,52.91,69.19857,128.220001,34.700001,24.18,281.100006,1995.689941
9/11/2014,77.919998,52.639999,68.794289,127.639999,34.849998,24.24,280.309998,1997.449951
9/12/2014,77.480003,52.110001,68.078575,126.949997,34.5,23.77,279.200012,1985.540039
9/15/2014,74.580002,49.380001,65.39286,126.309998,34.689999,23.209999,253.860001,1984.130005
9/16/2014,76.080002,50.830002,65.272858,127.32,34.950001,22.82,260.73999,1998.97998
9/17/2014,76.43,50.700001,64.932854,127.760002,35.02,22.84,261.380005,2001.569946
9/18/2014,77,50.880001,65.572861,128.580002,35.16,23.389999,263.820007,2011.359985
9/19/2014,77.910004,53,65.360001,129.350006,35.470001,23.120001,259.320007,2010.400024
9/22/2014,76.800003,51.939999,63.254284,128.610001,35.5,22.51,250.029999,1994.290039
9/23/2014,78.290001,52.169998,63.414288,127.379997,35.259998,22.75,250.410004,1982.77002
9/24/2014,78.540001,52.959999,64.365715,128.580002,35.400002,22.809999,252.139999,1998.300049
9/25/2014,77.220001,51.450001,63.355713,127.139999,35.080002,22.389999,246.949997,1965.98999
9/26/2014,78.790001,51.889999,64.10714,128.690002,35.279999,22.59,246.600006,1982.849976
9/29/2014,79,51.740002,64.222855,128.770004,35.23,22.16,245.259995,1977.800049
9/30/2014,79.040001,51.580002,64.454285,127.379997,35.240002,22.780001,242.679993,1972.290039
10/1/2014,76.550003,50.060001,62.685715,124.669998,34.959999,22.110001,240.240005,1946.160034
10/2/2014,77.080002,51.849998,64.28286,124.169998,34.970001,22,251.419998,1946.170044
10/3/2014,77.440002,53.939999,65.648575,126.360001,35.360001,22.129999,255.210007,1967.900024
10/6/2014,77.559998,53.490002,66.211426,126.260002,35.490002,22.18,260.619995,1964.819946
10/7/2014,76.290001,53.529999,65.178574,123.32,35.330002,21.799999,259.570007,1935.099976
10/8/2014,77.519997,55.419998,66.694283,124.980003,35.150002,21.969999,259.279999,1968.890015
10/9/2014,75.910004,55.290001,65.945717,122.760002,34.66,21.389999,257.01001,1928.209961
10/10/2014,72.910004,50.400002,64.582855,121.5,34.25,20.76,236.910004,1906.130005
10/13/2014,72.989998,48.490002,62.654285,120.449997,33.82,20.27,224.589996,1874.73999
10/14/2014,73.589996,48.580002,64.160004,122.290001,33.84,20.620001,227.059998,1877.699951
10/15/2014,73.209999,49.990002,64.084282,120.190002,33.869999,20.4,229.699997,1862.48999
10/16/2014,72.629997,48.23,51.671429,120.290001,33.639999,21.389999,226.350006,1862.76001
10/17/2014,75.949997,48.77,51.012856,123.239998,34.080002,21.709999,227.479996,1886.76001
10/20/2014,76.949997,50.700001,51.317142,124.309998,34.279999,21.700001,230.470001,1904.01001
10/21/2014,78.690002,50.630001,52.284286,127.120003,34.619999,22.450001,235.339996,1941.280029
10/22/2014,78.370003,49.080002,53.521427,121.449997,34.5,22.120001,231.100006,1927.109985
10/23/2014,80.040001,49.669998,54.720001,122.029999,33.66,22.360001,235.289993,1950.819946
10/24/2014,80.669998,49.950001,55.002857,122.239998,33.869999,22.58,235.240005,1964.579956
10/27/2014,80.279999,48.560001,54.200001,122.120003,34.110001,22.67,221.669998,1961.630005
10/28/2014,80.769997,43.779999,55.174286,123.610001,34.330002,22.91,242.770004,1985.050049
10/29/2014,75.860001,42.080002,54.014286,123.080002,34.400002,22.889999,238.100006,1982.300049
10/30/2014,74.110001,41.799999,54.144287,123.82,34.509998,22.98,238.660004,1994.650024
10/31/2014,74.989998,41.470001,56.110001,124.910004,34.84,23.25,241.699997,2018.050049
11/3/2014,73.879997,40.209999,55.487144,126.029999,34.84,23.02,242.589996,2017.810059
11/4/2014,75.760002,40.900002,54.682858,125.839996,34.790001,22.33,238.929993,2012.099976
11/5/2014,74.830002,40.369999,54.34,124.220001,34.919998,21.719999,230.970001,2023.569946
11/6/2014,75.260002,40.84,54.757141,124.580002,34.720001,21.870001,241.220001,2031.209961
11/7/2014,75.599998,40.310001,54.880001,124.449997,34.91,21.940001,240.199997,2031.920044
11/10/2014,75,39.59,55.324287,124.639999,35.119999,22.139999,241.929993,2038.26001
11/11/2014,74.610001,39.59,54.650002,125.360001,35.099998,22.559999,251.080002,2039.680054
11/12/2014,74.720001,42.540001,54.837143,125.870003,35.400002,22.540001,249.100006,2038.25
11/13/2014,74.25,40.040001,54.201427,128.529999,35.610001,22.65,251.699997,2039.329956
11/14/2014,74.879997,41.849998,55.148571,128.860001,35.900002,22.719999,258.679993,2039.819946
11/17/2014,74.239998,40.470001,54.44857,128.419998,35.849998,22.42,253.979996,2041.319946
11/18/2014,74.339996,40.610001,54.432858,130.660004,35.720001,22.389999,257.700012,2051.800049
11/19/2014,73.330002,39.709999,51.871429,131.610001,35.369999,22.190001,247.740005,2048.719971
11/20/2014,73.599998,39.810001,52.591427,131.699997,35.279999,22.190001,248.710007,2052.75
11/21/2014,73.75,40.029999,51.468571,132.779999,35.279999,22.719999,242.779999,2063.5
11/24/2014,74.010002,40.189999,50.924286,134.610001,34.700001,22.85,246.720001,2069.409912
11/25/2014,75.629997,39.759998,49.855713,134.809998,34.82,22.809999,248.089996,2067.030029
11/26/2014,77.620003,41.130001,50.165714,134.779999,35.130001,22.82,248.440002,2072.830078
11/28/2014,77.699997,41.740002,49.512856,134.360001,35.380001,22.809999,244.520004,2067.560059
12/1/2014,75.099998,39.040001,48.830002,132.389999,35.060001,22.27,231.639999,2053.439941
12/2/2014,75.459999,38.91,50.330002,132.279999,34.290001,22.17,231.429993,2066.550049
12/3/2014,74.879997,39.060001,50.73143,131.970001,34,22.129999,229.300003,2074.330078
12/4/2014,75.239998,38.790001,50.085712,131.320007,33.91,21.969999,228.279999,2071.919922
12/5/2014,76.360001,38.490002,50.131428,132.210007,33.939999,21.91,223.710007,2075.370117
12/8/2014,76.519997,36.290001,48.497143,130.279999,33.880001,21.65,214.360001,2060.310059
12/9/2014,76.839996,37.049999,49.111427,129.660004,32.889999,21.51,216.889999,2059.820068
12/10/2014,76.18,36.349998,47.759998,124.639999,32.490002,20.719999,209.839996,2026.140015
12/11/2014,77.730003,36.700001,47.804287,123.370003,32.709999,20.540001,208.880005,2035.329956
12/12/2014,77.830002,37.099998,47.782856,120.769997,32.16,20.18,207,2002.329956
12/15/2014,76.989998,36.849998,46.720001,122.080002,32.25,19.82,204.039993,1989.630005
12/16/2014,74.690002,35.130001,45.205715,124.25,32.139999,18.85,197.809998,1972.73999
12/17/2014,76.110001,35.57,47.664288,125.059998,32.669998,18.01,205.820007,2012.890015
12/18/2014,78.400002,36.73,47.774284,125.669998,33.509998,19.4,218.259995,2061.22998
12/19/2014,79.879997,37.080002,48.58857,126.230003,33.540001,20.33,219.289993,2070.649902
12/22/2014,81.449997,38.43,48.097141,128.220001,33.849998,20.280001,222.600006,2078.540039
12/23/2014,80.610001,37.57,48.061428,130.029999,34.029999,20.940001,220.970001,2082.169922
12/24/2014,80.769997,37.610001,48.871429,131.240005,33.959999,20.77,222.259995,2081.879883
12/26/2014,80.779999,37.599998,48.578571,131.630005,34.169998,21.110001,227.820007,2088.77002
12/29/2014,80.019997,36.419998,48.847141,132.289993,34.110001,21.48,225.710007,2090.570068
12/30/2014,79.220001,35.860001,49.032856,131.830002,34.080002,21.450001,222.229996,2080.350098
12/31/2014,78.019997,35.869999,48.80143,129.979996,33.59,21.379999,222.410004,2058.899902
1/2/2015,78.449997,36.560001,49.848572,129.949997,33.869999,21.02,219.309998,2058.199951
1/5/2015,77.190002,36.380001,47.311428,129.050003,33.549999,20.440001,210.089996,2020.579956
1/6/2015,76.150002,38.759998,46.501427,127.529999,33.599998,19.66,211.279999,2002.609985
1/7/2015,76.150002,37.279999,46.742859,129.509995,33.169998,20.43,210.949997,2025.900024
1/8/2015,78.18,39.09,47.779999,131.800003,33.5,20.719999,210.619995,2062.139893
1/9/2015,77.739998,40.169998,47.041428,131.539993,33.400002,20.51,206.660004,2044.810059
1/12/2015,76.720001,39.369999,45.547142,130.869995,33.490002,20.219999,202.210007,2028.26001
1/13/2015,76.449997,39.650002,46.255714,131.169998,33.490002,20.35,204.25,2023.030029
1/14/2015,76.279999,39.849998,46.32,130.380005,33.330002,20.23,192.690002,2011.27002
1/15/2015,74.050003,36.93,46.251427,130.139999,33.259998,20.24,191.869995,1992.670044
